sourcename sourcefeature sourcetype userid first_login_time first_login_usertype chuo_status first_chuo_bin youe_status fb_status cj_status allcj_status
广点通 regsourceid=dae046 app 57369148 2018-05-21 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 24885824 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae055 app 38390462 2018-06-21 发标未成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 63825201 2018-06-19 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae216 app 19389133 2018-06-23 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae256 app 39506044 2018-06-16 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae319 app 83353539 2018-06-21 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 44054148 2018-06-17 成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 56987347 2018-05-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 47190608 2018-05-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 4507860 2018-05-26 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae061 app 63414549 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae059 app 16859503 2018-06-04 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 42736967 2018-05-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 47872854 2018-06-12 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 29366223 2018-06-15 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85067435 2018-06-11 发标未成交 0 NA 0 0 0 1
资产大额万谋数据 regsourceid=dae277 app 81499018 2018-06-13 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 85011551 2018-06-09 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 38889192 2018-06-01 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 48257475 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 57612666 2018-06-11 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 20074213 2018-06-19 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82039560 2018-05-25 纯新 0 NA 0 0 0 1
今日头条大额 regsourceid=dae440 app 4444796 2018-06-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae150 app 81347292 2018-06-10 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae123 app 86070870 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 33471963 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 38323295 2018-05-13 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 55769212 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 19755308 2018-06-04 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83720203 2018-05-23 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae260 app 35909799 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 82805425 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 43613770 2018-06-12 发标未成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 34179423 2018-06-05 发标未成交 0 NA 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 86121007 2018-06-23 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae012 app 82955427 2018-05-24 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 35795045 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 60667187 2018-06-21 纯新 0 NA 0 0 0 0
大额互动链M站 regsourceid=daehudonglian M 33218878 2018-06-12 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84293928 2018-06-12 发标未成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 86103432 2018-06-23 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 18005336 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 42369318 2018-06-04 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae216 app 49401408 2018-06-14 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 81710700 2018-05-10 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84231177 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83482987 2018-05-19 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 37554137 2018-06-18 发标未成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb M 35765814 2018-05-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84226469 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae184_1052 app 43363264 2018-06-11 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 59127693 2018-06-09 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae184_1052 app 85031058 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 64367863 2018-05-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 83847572 2018-05-30 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 68376727 2018-06-04 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 57901656 2018-06-23 成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 34025771 2018-06-09 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 85285360 2018-06-14 纯新 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 26063838 2018-06-08 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 76749892 2018-06-08 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 59677115 2018-05-24 发标未成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 86079798 2018-06-23 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 23625068 2018-06-16 成交 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 70462136 2018-06-19 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae260 app 44762466 2018-06-15 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 45699031 2018-06-23 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 65621361 2018-06-21 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae295 app 61750896 2018-06-22 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 59271877 2018-06-21 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae005 app 69656447 2018-05-18 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83877142 2018-05-27 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae046 app 61952754 2018-05-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 71854876 2018-05-31 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83231250 2018-05-17 纯新 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 85648740 2018-06-18 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 17636278 2018-06-12 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae241 app 46463281 2018-06-17 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae140_1052 app 41440927 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae069 app 43060307 2018-05-29 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 16097653 2018-06-22 发标未成交 0 NA 0 0 0 0
百度信息流大额 regsourceid=daebaidufeeds M 29582318 2018-05-29 纯新 0 NA 0 0 0 0
大额互动链M站 regsourceid=daehudonglian M 41595852 2018-06-06 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 9122514 2018-06-12 成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 85704298 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae069 app 25725963 2018-05-31 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 25051966 2018-06-20 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 55482487 2018-06-18 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae259 app 79177955 2018-06-13 发标未成交 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 58103947 2018-06-13 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 20985994 2018-06-07 纯新 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 22105497 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 32004650 2018-05-13 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 85459816 2018-06-16 纯新 1 3 0 0 0 1
资产大额淘钱宝 regsourceid=dae096 app 79052440 2018-05-31 发标未成交 1 2 0 0 0 1
陌陌信息流大额 regsourceid=dae040 app 57980099 2018-06-22 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85551671 2018-06-16 纯新 0 NA 0 0 0 0
信贷员名单 regsourceid=dae024 app 76273071 2018-06-21 有额未发标 1 4 0 0 0 1
广点通 regsourceid=dae016 app 26314448 2018-05-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 36929783 2018-05-30 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 50775696 2018-06-17 成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae261 app 32026773 2018-06-21 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 79207146 2018-06-15 发标未成交 1 12 0 0 0 1
亿玛dsp app_feature=dae139_1052 app 56753607 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 45120195 2018-06-14 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 25740502 2018-05-27 发标未成交 1 6 0 0 0 0
广点通 regsourceid=dae046 app 36635992 2018-05-19 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 30369919 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 84799356 2018-06-07 纯新 0 NA 0 0 0 1
广点通 app_feature=dae183_1052 app 37601198 2018-06-21 成交 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 53434316 2018-06-09 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 41972094 2018-05-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 51016583 2018-06-15 发标未成交 0 NA 0 0 0 0
大额亿玛dsp2 regsourceid=dae205 app 20229907 2018-06-21 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 33200117 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 54719997 2018-06-17 发标未成交 0 NA 0 0 0 0
亿玛dsp regsourceid=dae128 app 85839713 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 51387572 2018-05-20 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae256 app 54736788 2018-06-17 纯新 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 32108730 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 24765762 2018-06-06 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 44121330 2018-06-22 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 48399841 2018-06-14 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 41889108 2018-06-11 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 39447023 2018-05-25 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 85375370 2018-06-14 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 35069489 2018-05-23 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 42403512 2018-06-12 发标未成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 26204158 2018-06-14 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 78873611 2018-06-11 戳额无额度 1 6 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 42594117 2018-06-09 戳额无额度 0 NA 0 0 0 1
神马SEM大额 regsourceid=dae042 app 47723917 2018-05-06 成交 1 4 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 19641649 2018-06-21 发标未成交 1 4 0 0 0 0
广点通 regsourceid=dae016 app 74333580 2018-06-03 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae140_1052 app 40201468 2018-06-21 成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 8159979 2018-06-14 成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 85809291 2018-06-20 纯新 0 NA 0 0 0 1
百度SEM-MB大额 regsourceid=daebaidumb M 4136757 2018-06-03 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 16293532 2018-06-06 发标未成交 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 59067202 2018-06-16 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 66475156 2018-06-12 发标未成交 1 14 0 0 0 0
今日头条大额 regsourceid=dae213 app 80915431 2018-06-15 发标未成交 1 9 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 16491848 2018-06-19 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 84958104 2018-06-09 纯新 1 19 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 79275740 2018-06-05 有额未发标 1 14 0 0 0 0
广点通 regsourceid=dae046 app 31274228 2018-05-24 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 16512998 2018-05-22 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 25774772 2018-06-14 发标未成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 42783967 2018-06-09 成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 20508732 2018-06-19 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83279247 2018-05-16 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 45536853 2018-05-22 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 84820476 2018-06-11 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae012 app 36242245 2018-06-18 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 7516622 2018-06-23 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 86158645 2018-06-23 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 85362352 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae150 app 25696162 2018-06-13 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 15478048 2018-06-21 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 15239012 2018-06-18 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 60820363 2018-06-13 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 51595858 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae005 app 80668612 2018-05-16 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 31773463 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 68741345 2018-06-21 成交 0 NA 0 0 0 0
亿玛dsp regsourceid=dae126 app 50781012 2018-06-04 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 4077405 2018-06-07 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 65716561 2018-06-17 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae256 app 42238676 2018-06-15 发标未成交 0 NA 0 0 0 0
QQ搜索直达M站大额 regsourceid=daeqqsszd M 56797665 2018-06-11 成交 0 NA 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 57191275 2018-06-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84175535 2018-05-30 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 35392100 2018-05-24 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae047 app 20161382 2018-05-16 发标未成交 0 NA 0 0 0 0
晶赞科技大额 regsourceid=dae265 app 21278849 2018-06-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 56892075 2018-06-04 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 46308942 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84438142 2018-06-05 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84604706 2018-06-23 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 85259144 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 62345680 2018-05-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 79094276 2018-05-19 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 42020661 2018-06-13 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 36833236 2018-06-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae005 app 46081172 2018-06-17 成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 84894471 2018-06-08 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 26389147 2018-06-19 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 60163832 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 59502777 2018-06-23 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 31525910 2018-06-19 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 30368986 2018-06-15 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 68994271 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 31757012 2018-06-11 发标未成交 0 NA 0 0 0 1
资产大额M站闪电公积金 regsourceid=zcdaeshandiangongjijin M 42368011 2018-05-22 戳额无额度 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 51020849 2018-06-19 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 26450638 2018-05-18 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 35403547 2018-06-02 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 40156947 2018-06-18 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 4802519 2018-06-02 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84527209 2018-06-04 有额未发标 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 32469935 2018-05-16 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 85205066 2018-06-16 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 38467172 2018-06-12 成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 64174021 2018-06-21 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 64521073 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae047 app 46785052 2018-06-14 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 85884616 2018-06-21 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 20121102 2018-06-21 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 71240256 2018-06-09 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae213 app 84776562 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae171 app 54871417 2018-06-20 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 41987149 2018-06-16 纯新 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 43914399 2018-06-09 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 49851336 2018-06-20 成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 33152322 2018-06-12 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 59896529 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 51782359 2018-06-19 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 48274837 2018-06-19 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 59742413 2018-05-30 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 53720439 2018-05-23 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 63453943 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 84970800 2018-06-09 纯新 0 NA 0 0 0 1
广点通 app_feature=dae183_1052 app 30458460 2018-06-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 51335973 2018-05-16 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 15700871 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82042651 2018-05-28 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 27410855 2018-05-26 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 75504917 2018-06-14 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 75210306 2018-06-15 发标未成交 0 NA 0 0 0 0
资产值得借 regsourceid=dae030 app 5025733 2018-05-10 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 85084427 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 56323362 2018-05-22 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae297 app 20672822 2018-06-13 发标未成交 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 38182100 2018-06-12 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 61562935 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 47435247 2018-06-03 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 33103941 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 21484745 2018-06-15 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 51588226 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 43441117 2018-05-24 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 85144291 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 86021647 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 85262716 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85713642 2018-06-19 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae154 app 85481106 2018-06-16 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae012 app 84992821 2018-06-09 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 85229876 2018-06-12 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 76427901 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 41876904 2018-06-22 发标未成交 0 NA 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 64488133 2018-06-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84495649 2018-06-03 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 49381326 2018-05-24 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 38937255 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae069 app 72905656 2018-06-02 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 83317218 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 65396289 2018-05-24 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 70837598 2018-06-16 发标未成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=dae035 app 82773535 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 83820229 2018-05-29 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 79374556 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 32434497 2018-06-20 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 70699402 2018-06-22 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 79089652 2018-06-07 戳额无额度 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 22576936 2018-06-14 发标未成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 68266887 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83921843 2018-06-01 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae047 app 83036115 2018-06-07 发标未成交 0 NA 0 0 0 0
APP资产大额51卡宝 regsourceid=dae116 app 73416869 2018-06-12 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 79421338 2018-05-22 发标未成交 0 NA 0 0 0 1
今日头条大额 regsourceid=dae260 app 71083646 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84595130 2018-06-21 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 83616667 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 16602899 2018-05-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 74870690 2018-06-12 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 84766096 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 61317062 2018-05-17 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 85754441 2018-06-20 纯新 0 NA 0 0 0 1
陌陌信息流大额 regsourceid=dae040 app 84984739 2018-06-19 纯新 1 10 0 0 0 0
广点通 regsourceid=dae016 app 84061000 2018-05-28 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 76239570 2018-06-20 纯新 0 NA 0 0 0 0
百度信息流大额 regsourceid=dae041 app 51801211 2018-05-10 发标未成交 0 NA 0 0 0 0
大额钱院 regsourceid=daeqianyuan M 75223203 2018-06-13 发标未成交 1 11 0 0 0 0
广点通 app_feature=dae182_1052 app 85474298 2018-06-17 发标未成交 1 5 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 73484921 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 42079238 2018-05-29 发标未成交 1 13 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85634912 2018-06-17 纯新 1 3 0 0 0 1
亿玛dsp app_feature=dae137_1052 app 60790370 2018-06-16 戳额无额度 1 18 0 0 0 0
亿玛dsp regsourceid=dae123 app 74121695 2018-06-23 纯新 0 NA 0 0 0 1
